"ID"	"Taxonomy"
"KF137828.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Chamabainia; s__cuspidata"
"MN905581.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Amelanchier; s__bartramiana"
"KP858862.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__tenuicaudatum"
"KC821766.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Elaeagnus; s__angustifolia"
"KP858880.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__myrtillus"
"KU321585.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Spiraea; s__flexuosa"
"MH135783.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Broussonetia; s__kaempferi"
"KF137824.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__zollingeriana"
"FN430794.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__discolor"
"AY730096.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__buxifolia"
"KM037575.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sulcatus"
"FN430797.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__tanacetifolia"
"EU091652.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__sagittata"
"HQ144184.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__celtidifolia"
"DQ455640.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__ovata"
"AB894161.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__reptans"
"EU091649.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__pantoniana"
"KP858861.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__laevissimum"
"KM037227.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bollei"
"KM037515.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__pyramidalis"
"AY730106.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__sagittifolia"
"JQ627045.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rhamnaceae; g__Ziziphus; s__mauritiana"
"KP858904.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hookerianum"
"MW474729.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__hirsutus"
"MG235786.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rhamnaceae; g__Ventia; s__alnifolia"
"KM037357.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"KM037673.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__dollnensis"
"KP858834.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__reticulatum"
"KM037501.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__pruinosus"
"KU321589.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Spiraea; s__trilobata"
"HQ144173.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Morus; s__alba"
"AF362722.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__maximiformis"
"FJ031161.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cliffortia; s__integerrima"
"MN216010.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Photinia; s__blinii"
"KP858809.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pellionia; s__minima"
"KM037294.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__divaricatus"
"KF241130.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prunus; s__pseudocerasus"
"MN905580.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Amelanchier; s__alnifolia"
"KM037476.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"KF137837.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Debregeasia; s__squamata"
"FN430820.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__peduncularis"
"KM037404.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__cf."
"DQ455659.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__densistipulata"
"KM037396.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__hypomalacus"
"KM037507.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__aff."
"KM037296.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__divaricatus"
"FN430816.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__nivea"
"KM037395.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__hypomalacus"
"FN430785.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__uniflora"
"KM037305.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__dollnensis"
"KF137893.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pellionia; s__tsoongii"
"JN613525.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"KF137852.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__parvum"
"KF137857.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__tenuicaudatum"
"KM037428.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__kuleszae"
"KP858850.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__macintyrei"
"EU091651.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__pubigera"
"KM037236.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__caesius"
"KM037635.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__vratnensis"
"KM037391.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__hypomalacus"
"KM037317.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__elegantispinosus"
"MN577910.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rhaphiolepis; s__salicifolia"
"KM037522.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__radula"
"FN430788.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__multifoliolata"
"KC420487.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__lineolatum"
"KF137840.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Dendrocnide; s__sp."
"JF421470.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prunus; s__triloba"
"KP858796.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__sinense"
"AY730066.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__drupacea"
"MN215986.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Mespilus; s__germanica"
"MN577905.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cotoneaster; s__taylorii"
"KF137818.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__sp."
"JN613521.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"MN905586.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Amelanchier; s__pallida"
"FM164424.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rosa; s__canina"
"KF137798.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Archiboehmeria; s__atrata"
"KM037430.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__montanus"
"MN905584.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Amelanchier; s__humilis"
"MH317256.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Parietaria; s__cardiostegia"
"MK442029.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prinsepia; s__sinensis"
"EU091659.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__ampelas"
"KM037461.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__palmensis"
"AY730072.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__broadwayi"
"EU747102.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Debregeasia; s__edulis"
"KF137829.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Debregeasia; s__elliptica"
"EU091645.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__carica"
"EU091587.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__forstenii"
"MN215977.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Crataegus; s__marshallii"
"KP858844.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__cyrtandrifolium"
"MN216012.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Pourthiaea; s__amphidoxa"
"AY730080.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__goldmanii"
"AY730119.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__pachystemon"
"JQ627044.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rhamnaceae; g__Ziziphus; s__mauritiana"
"KP858782.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Procris; s__crenata"
"KM037683.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__odoratus"
"KP858814.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__strigillosum"
"FN687765.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__salicifolia"
"MK442021.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prinsepia; s__uniflora"
"JX110834.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Ulmaceae; g__Zelkova; s__serrata"
"MN905594.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Hesperomeles; s__cuneata"
"MN577931.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cotoneaster; s__rubens"
"KP858881.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hezhouense"
"JN613519.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"KF137804.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__clidemioides"
"EU003919.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__nivea"
"AY730070.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__americana"
"KM037598.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sanctus"
"FJ572045.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Cannabis; s__sativa"
"KF241288.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__rhamnoides"
"EF545669.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__watkinsiana"
"KM037584.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__platyphyllus"
"KF454279.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Urtica; s__hyperborea"
"KM037672.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__divaricatus"
"EU003925.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__clidemioides"
"JQ926602.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prunus; s__mira"
"MH317272.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Parietaria; s__officinalis"
"KM037231.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bollei"
"KM037500.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__pruinosus"
"AY730060.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__cordata"
"KM037646.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__wahlbergii"
"FN430798.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Horkeliella; s__purpurascens"
"MN577922.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rhaphiolepis; s__major"
"MN577912.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Malus; s__doumeri"
"MN577929.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cotoneaster; s__horizontalis"
"KP858856.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__longistipulum"
"KM037307.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__elatior"
"KF137806.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__densiflora"
"KM037237.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__camptostachys"
"KP858905.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__monandrum"
"AY730136.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__congesta"
"EU747122.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Debregeasia; s__edulis"
"KF137886.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Obetia; s__tenax"
"KP858852.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__integrifolium"
"EU091631.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__satterthwaitei"
"KP858818.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__edule"
"KM037504.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__aff."
"FJ031125.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cliffortia; s__juniperina"
"EU091585.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__crassiramea"
"KP858886.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__gyrocephalum"
"MN577930.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cotoneaster; s__silvestrii"
"MN215981.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Crataegus; s__sp."
"EU003923.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__clidemioides"
"AY730112.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__crassipes"
"KM037211.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bifrons"
"EU091643.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__endospermifolia"
"KM037556.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__silvaticus"
"HG004795.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Maclura; s__fruticosa"
"KP858860.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__acuteserratum"
"KC292629.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Cannabaceae; g__Cannabis; s__sativa"
"JN613500.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Elaeagnaceae; g__Hippophae; s__neurocarpa"
"KP858816.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__lutescens"
"KP858884.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__multicaule"
"KP858898.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__oblongifolium"
"MN215985.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Malus; s__ioensis"
"KF241119.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Prunus; s__pseudocerasus"
"KM037433.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__montanus"
"KM037354.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__sp."
"KF137913.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Poikilospermum; s__suaveolens"
"KP858820.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__morobense"
"KF137876.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Leucosyke; s__quadrinervia"
"KM037559.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__silvaticus"
"KM037419.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__kuleszae"
"HG004838.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rhamnaceae; g__Berchemia; s__hirtella"
"AY730122.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__ischnopoda"
"DQ455654.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__ardisioides"
"KF137937.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Urtica; s__fissa"
"FN430828.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__indica"
"KP858902.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__nasutum"
"MN905592.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Peraphyllum; s__ramosissimum"
"KM037330.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__foliosus"
"FN430824.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Potentilla; s__anserina"
"MH768340.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pouzolzia; s__zeylanica"
"KC420460.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__hybrid"
"MN577908.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cotoneaster; s__acuminatus"
"KM037668.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bifrons"
"LC507643.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Nanocnide; s__lobata"
"KM037234.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__caesius"
"AY730099.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__lingua"
"FJ031155.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cliffortia; s__stricta"
"FJ031051.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Cliffortia; s__gracillima"
"MH317254.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Gesnouinia; s__filamentosa"
"MN216001.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Phippsiomeles; s__matudae"
"KM037226.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__bollei"
"KF137929.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Urera; s__caracasana"
"AY730063.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Moraceae; g__Ficus; s__rumphii"
"AY634960.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Polylepis; s__quadrijuga"
"KM037514.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__pyramidalis"
"KM037268.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Rubus; s__constrictus"
"KP858780.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Pilea; s__microphylla"
"EU003922.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Boehmeria; s__clidemioides"
"KF137827.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Chamabainia; s__cuspidata"
"MN905596.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Rosaceae; g__Hesperomeles; s__ferruginea"
"KP858854.1"	"k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Rosales; f__Urticaceae; g__Elatostema; s__penibukanense"
